registration_year,state,vehicle_make_&_model,vehicle_count
2021,NJ,VOLVO V60,5
2021,NJ,VOLVO XC40,172
2021,NJ,VOLVO XC60,264
2021,NJ,VOLVO XC90,428
2021,NJ,WORKHORSE E-GEN PLUG IN HYBRID,2
2021,NM,AUDI A3,7
2021,NM,AUDI A7,1
2021,NM,AUDI E-TRON,14
2021,NM,AUDI E-TRON GT,5
2021,NM,AUDI E-TRON SPORTBACK,1
2021,NM,AUDI Q5,3
2021,NM,AUDI Q5 E,22
2021,NM,BMW 330E,15
2021,NM,BMW 530E,7
2021,NM,BMW I3,33
2021,NM,BMW I8,5
2021,NM,BMW X3,39
2021,NM,BMW X5,51
2021,NM,CADILLAC CT6,1
2021,NM,CADILLAC ELR,5
2021,NM,CHEVROLET BOLT EV,100
2021,NM,CHEVROLET SPARK,6
2021,NM,CHEVROLET VOLT,86
2021,NM,CHRYSLER PACIFICA,55
2021,NM,FIAT 500,12
2021,NM,FORD C-MAX,15
2021,NM,FORD ESCAPE,6
2021,NM,FORD FOCUS,1
2021,NM,FORD FUSION,26
2021,NM,FORD MUSTANG MACH-E,69
2021,NM,FREIGHTLINER B2 106 ELECTRIC CONVENTIONAL CHASSIS,1
2021,NM,GEM GEM,2
2021,NM,HONDA CLARITY,14
2021,NM,HYUNDAI IONIQ,3
2021,NM,HYUNDAI KONA ELECTRIC,7
2021,NM,HYUNDAI SONATA,4
2021,NM,JAGUAR I-PACE,3
2021,NM,JEEP WRANGLER,58
2021,NM,KARMA REVERO,1
2021,NM,KIA NIRO,30
2021,NM,KIA OPTIMA,3
2021,NM,KIA SORENTO,14
2021,NM,KIA SOUL,3
2021,NM,KIA SOUL EV,4
2021,NM,LINCOLN AVIATOR,10
2021,NM,LINCOLN CORSAIR,4
2021,NM,MERCEDES-BENZ B-CLASS,5
2021,NM,MERCEDES-BENZ C-CLASS,3
2021,NM,MERCEDES-BENZ GLE-CLASS,1
2021,NM,MERCEDES-BENZ S-CLASS,2
2021,NM,MINI COUNTRYMAN,8
2021,NM,MINI HARDTOP,18
2021,NM,MITSUBISHI I-MIEV,2
2021,NM,MITSUBISHI OUTLANDER,12
2021,NM,NISSAN LEAF,82
2021,NM,POLESTAR PS2,1
2021,NM,PORSCHE CAYENNE,10
2021,NM,PORSCHE PANAMERA,3
2021,NM,PORSCHE TAYCAN,17
2021,NM,SMART EQ FORTWO,1
2021,NM,SMART FORTWO ELECTRIC DRIVE,3
2021,NM,SUBARU CROSSTREK,8
2021,NM,TESLA MODEL 3,232
2021,NM,TESLA MODEL S,84
2021,NM,TESLA MODEL X,15
2021,NM,TESLA MODEL Y,192
2021,NM,TOYOTA PRIUS PLUG-IN,12
2021,NM,TOYOTA PRIUS PRIME,65
2021,NM,TOYOTA RAV4 PRIME,29
2021,NM,VOLKSWAGEN E-GOLF,14
2021,NM,VOLKSWAGEN ID.4,28
2021,NM,VOLVO S60,1
2021,NM,VOLVO S90,2
2021,NM,VOLVO XC40,17
2021,NM,VOLVO XC60,26
2021,NM,VOLVO XC90,21
2021,NM,WHEEGO ELECTRIC CARS WHEEGO,1
2021,NY,AUDI A3,105
2021,NY,AUDI A7 E,50
2021,NY,AUDI A8 E,8
2021,NY,AUDI A8 L E,7
2021,NY,AUDI E-TRON,411
2021,NY,AUDI E-TRON GT,34
2021,NY,AUDI E-TRON SPORTBACK,147
2021,NY,AUDI Q5,10
2021,NY,AUDI Q5 E,268
2021,NY,AUDI RS E-TRON GT,6
2021,NY,AZURE DYNAMICS TRANSIT CONNECT ELECTRIC,3
2021,NY,BENTLEY BENTAYGA,7
2021,NY,BLUE BIRD BB CONVENTIONAL,1
2021,NY,BMW 330E,309
2021,NY,BMW 530E,665
2021,NY,BMW 740E,44
2021,NY,BMW 745E,21
2021,NY,BMW 745LE,10
2021,NY,BMW I3,497
2021,NY,BMW I8,227
2021,NY,BMW X3,386
2021,NY,BMW X5,772
2021,NY,CADILLAC CT6,4
2021,NY,CADILLAC ELR,56
2021,NY,CHEVROLET BOLT EUV,94
2021,NY,CHEVROLET BOLT EV,1630
2021,NY,CHEVROLET BOLT INCOMPLETE,5
2021,NY,CHEVROLET SPARK,33
2021,NY,CHEVROLET VOLT,1899
2021,NY,CHRYSLER PACIFICA,794
2021,NY,CODA CODA,1
2021,NY,FERRARI SF90 STRADALE,10
2021,NY,FIAT 500,61
2021,NY,FISKER KARMA,13
2021,NY,FORD C-MAX,649
2021,NY,FORD ESCAPE,81
2021,NY,FORD FOCUS,51
2021,NY,FORD FUSION,1574
2021,NY,FORD MUSTANG MACH-E,1599
2021,NY,FORD RANGER,1
2021,NY,FORD TRANSIT,2
2021,NY,GEM GEM,192
2021,NY,HONDA ACCORD,19
2021,NY,HONDA CLARITY,1252
2021,NY,HYUNDAI IONIQ,1818
2021,NY,HYUNDAI IONIQ 5,5
2021,NY,HYUNDAI KONA,458
2021,NY,HYUNDAI KONA ELECTRIC,1222
2021,NY,HYUNDAI SANTA FE,199
2021,NY,HYUNDAI SONATA,103
2021,NY,HYUNDAI TUCSON,160
2021,NY,JAGUAR I-PACE,106
2021,NY,JEEP WRANGLER,1474
2021,NY,KARMA REVERO,13
2021,NY,KIA NIRO,778
2021,NY,KIA OPTIMA,100
2021,NY,KIA SORENTO,114
2021,NY,KIA SOUL,23
2021,NY,KIA SOUL EV,105
2021,NY,LAND ROVER RANGE ROVER,25
2021,NY,LAND ROVER RANGE ROVER SPORT,34
2021,NY,LINCOLN AVIATOR,204
2021,NY,LINCOLN CORSAIR,23
2021,NY,LION LIONC (V1),1
2021,NY,LUCID AIR,3
2021,NY,MERCEDES-BENZ B-CLASS,15
2021,NY,MERCEDES-BENZ C-CLASS,5
2021,NY,MERCEDES-BENZ EQS-CLASS SEDAN,16
2021,NY,MERCEDES-BENZ GLC-CLASS,226
2021,NY,MERCEDES-BENZ GLE-CLASS,25
2021,NY,MERCEDES-BENZ S-CLASS,12
2021,NY,MINI COUNTRYMAN,135
2021,NY,MINI HARDTOP,117
2021,NY,MITSUBISHI FUSO FEC7US / ECANTER,4
2021,NY,MITSUBISHI I-MIEV,27
2021,NY,MITSUBISHI OUTLANDER,488
2021,NY,NEW FLYER XCELSIOR,5
2021,NY,NISSAN LEAF,1260
2021,NY,ORANGE EV LLC T-SERIES PURE ELECTRIC TERMINAL TRUCK,2
2021,NY,POLARIS ASPHALT,2
2021,NY,POLARIS GEM,50
2021,NY,POLESTAR PS1,1
2021,NY,POLESTAR PS2,193
2021,NY,PORSCHE 918,7
2021,NY,PORSCHE CAYENNE,329
2021,NY,PORSCHE PANAMERA,133
2021,NY,PORSCHE TAYCAN,553
2021,NY,PROTERRA TRANSIT BUS,4
2021,NY,RIVIAN R1T,3
2021,NY,SMART EQ FORTWO,106
2021,NY,SMART FORTWO,39
2021,NY,SMART FORTWO ELECTRIC DRIVE,59
2021,NY,SMITH ELECTRIC VEHICLES SMITH ELECTRIC VEHICLES,1
2021,NY,SUBARU CROSSTREK,683
2021,NY,TESLA MODEL 3,5471
2021,NY,TESLA MODEL S,2339
2021,NY,TESLA MODEL X,1565
2021,NY,TESLA MODEL Y,4660
2021,NY,TESLA ROADSTER,16
2021,NY,TH!NK CITY,1
2021,NY,TOYOTA PRIUS PLUG-IN,1030
2021,NY,TOYOTA PRIUS PRIME,5057
2021,NY,TOYOTA RAV4,11
2021,NY,TOYOTA RAV4 PRIME,3519
2021,NY,VOLKSWAGEN E-GOLF,154
2021,NY,VOLKSWAGEN ID.4,512
2021,NY,VOLVO S60,70
2021,NY,VOLVO S90,27
2021,NY,VOLVO TRUCK VNR,3
2021,NY,VOLVO V60,35
2021,NY,VOLVO XC40,257
2021,NY,VOLVO XC60,361
2021,NY,VOLVO XC90,715
2021,NY,WORKHORSE E-GEN PLUG IN HYBRID,3
2021,OR,AUDI A3,111
2021,OR,AUDI A7,8
2021,OR,AUDI E-TRON,96
2021,OR,AUDI E-TRON GT,1
2021,OR,AUDI E-TRON SPORTBACK,28
2021,OR,AUDI Q5,12
2021,OR,AUDI Q5 E,120
2021,OR,AUDI RS E-TRON GT,2
2021,OR,BENTLEY BENTAYGA,1
2021,OR,BLUE BIRD ALL AMERICAN / ALL CANADA,3
2021,OR,BMW 330E,72
2021,OR,BMW 530E,62
2021,OR,BMW 740E,5
2021,OR,BMW 745E,2
2021,OR,BMW I3,360
2021,OR,BMW I8,26
2021,OR,BMW X3,121
2021,OR,BMW X5,239
2021,OR,CADILLAC CT6,3
2021,OR,CADILLAC ELR,11
2021,OR,CHEVROLET BOLT EV,801
2021,OR,CHEVROLET BOLT INCOMPLETE,4
2021,OR,CHEVROLET SPARK,186
2021,OR,CHEVROLET VOLT,827
2021,OR,CHRYSLER PACIFICA,312
2021,OR,ENVIROTECH DRIVE SYSTEMS INCORPORATED (EVT) LOGISTIC,1
2021,OR,FERRARI SF90 STRADALE,1
2021,OR,FIAT 500,247
2021,OR,FISKER KARMA,2
2021,OR,FORD C-MAX,418
2021,OR,FORD ESCAPE,25
2021,OR,FORD FOCUS,69
2021,OR,FORD FUSION,377
2021,OR,FORD MUSTANG MACH-E,285
2021,OR,FORD RANGER,4
2021,OR,GEM GEM,12
2021,OR,GILLIG LOW FLOOR BUS,2
2021,OR,HONDA CLARITY,169
2021,OR,HYUNDAI IONIQ,247
2021,OR,HYUNDAI KONA,76
2021,OR,HYUNDAI KONA ELECTRIC,255
2021,OR,HYUNDAI SANTA FE,34
2021,OR,HYUNDAI SONATA,31
2021,OR,HYUNDAI TUCSON,12
2021,OR,JAGUAR I-PACE,18
2021,OR,JEEP WRANGLER,215
2021,OR,KARMA REVERO,1
2021,OR,KIA NIRO,340
2021,OR,KIA OPTIMA,16
2021,OR,KIA SORENTO,34
2021,OR,KIA SOUL,61
2021,OR,KIA SOUL EV,51
2021,OR,LAND ROVER RANGE ROVER SPORT,6
2021,OR,LINCOLN AVIATOR,21
2021,OR,MCLAREN P1,1
2021,OR,MERCEDES-BENZ B-CLASS,23
2021,OR,MERCEDES-BENZ C-CLASS,8
2021,OR,MERCEDES-BENZ GLC-CLASS,34
2021,OR,MERCEDES-BENZ GLE-CLASS,12
2021,OR,MERCEDES-BENZ S-CLASS,4
2021,OR,MILES ZX50S AD,1
2021,OR,MINI COUNTRYMAN,41
2021,OR,MINI HARDTOP,62
2021,OR,MITSUBISHI I-MIEV,23
2021,OR,MITSUBISHI OUTLANDER,58
2021,OR,NEW FLYER XCELSIOR,2
2021,OR,NISSAN LEAF,1112
2021,OR,POLARIS GEM,10
2021,OR,POLESTAR PS1,1
2021,OR,POLESTAR PS2,15
2021,OR,PORSCHE 918,2
2021,OR,PORSCHE CAYENNE,68
2021,OR,PORSCHE PANAMERA,16
2021,OR,PORSCHE TAYCAN,65
2021,OR,RIVIAN R1T,1
2021,OR,SMART EQ FORTWO,22
2021,OR,SMART FORTWO,31
2021,OR,SMART FORTWO ELECTRIC DRIVE,40
2021,OR,SMITH ELECTRIC VEHICLES SMITH ELECTRIC VEHICLES,1
2021,OR,SUBARU CROSSTREK,197
2021,OR,TESLA MODEL 3,1023
2021,OR,TESLA MODEL S,728
2021,OR,TESLA MODEL X,347
2021,OR,TESLA MODEL Y,1021
2021,OR,TESLA ROADSTER,4
2021,OR,TH!NK CITY,32
2021,OR,TIANJIN QINGYUAN ELECTRIC VEHICLE CO MILES ZX40ST,2
2021,OR,TOYOTA PRIUS PLUG-IN,320
2021,OR,TOYOTA PRIUS PRIME,826
2021,OR,TOYOTA RAV4,15
2021,OR,TOYOTA RAV4 PRIME,702
2021,OR,VOLKSWAGEN E-GOLF,269
2021,OR,VOLKSWAGEN ID.4,218
2021,OR,VOLVO S60,17
2021,OR,VOLVO S90,4
2021,OR,VOLVO V60,5
2021,OR,VOLVO XC40,100
2021,OR,VOLVO XC60,130
2021,OR,VOLVO XC90,151
2021,OR,WORKHORSE E-GEN PLUG IN HYBRID,1
2021,TN,AUDI A3,47
2021,TN,AUDI A7,18
2021,TN,AUDI E-TRON,69
2021,TN,AUDI E-TRON GT,6
2021,TN,AUDI E-TRON SPORTBACK,37
2021,TN,AUDI Q5,2
2021,TN,AUDI Q5 E,48
2021,TN,AUDI RS E-TRON GT,6
2021,TN,AZURE DYNAMICS TRANSIT CONNECT ELECTRIC,4
2021,TN,BENTLEY BENTAYGA,3
2021,TN,BMW 330E,71
2021,TN,BMW 530E,96
2021,TN,BMW 740E,26
2021,TN,BMW 745E,6
2021,TN,BMW I3,158
2021,TN,BMW I8,72
2021,TN,BMW X3,46
2021,TN,BMW X5,107
2021,TN,CADILLAC CT6,19
2021,TN,CADILLAC ELR,79
2021,TN,CHEVROLET BOLT EV,240
2021,TN,CHEVROLET SPARK,40
2021,TN,CHEVROLET VOLT,324
2021,TN,CHRYSLER PACIFICA,222
2021,TN,CODA CODA,4
2021,TN,FIAT 500,57
2021,TN,FISKER KARMA,24
2021,TN,FORD C-MAX,202
2021,TN,FORD ESCAPE,21
2021,TN,FORD FOCUS,30
2021,TN,FORD FUSION,267
2021,TN,FORD MUSTANG MACH-E,113
2021,TN,GEM GEM,2
2021,TN,HONDA ACCORD,14
2021,TN,HONDA CLARITY,135
2021,TN,HYUNDAI IONIQ,34
2021,TN,HYUNDAI KONA,20
2021,TN,HYUNDAI KONA ELECTRIC,6
2021,TN,HYUNDAI SONATA,34
2021,TN,JAGUAR I-PACE,47
2021,TN,JEEP WRANGLER,113
2021,TN,KARMA REVERO,16
2021,TN,KIA NIRO,95
2021,TN,KIA OPTIMA,20
2021,TN,KIA SORENTO,17
2021,TN,KIA SOUL,35
2021,TN,KIA SOUL EV,15
2021,TN,LAND ROVER RANGE ROVER,8
2021,TN,LAND ROVER RANGE ROVER SPORT,18
2021,TN,LINCOLN AVIATOR,56
2021,TN,LINCOLN CORSAIR,2
2021,TN,MERCEDES-BENZ B-CLASS,21
2021,TN,MERCEDES-BENZ C-CLASS,21
2021,TN,MERCEDES-BENZ EQS-CLASS SEDAN,2
2021,TN,MERCEDES-BENZ GLC-CLASS,30
2021,TN,MERCEDES-BENZ GLE-CLASS,18
2021,TN,MERCEDES-BENZ S-CLASS,20
2021,TN,MINI COUNTRYMAN,52
2021,TN,MINI HARDTOP,19
2021,TN,MITSUBISHI I-MIEV,47
2021,TN,MITSUBISHI OUTLANDER,77
2021,TN,NISSAN LEAF,260
2021,TN,POLARIS GEM,2
2021,TN,POLESTAR PS2,7
2021,TN,PORSCHE 918,8
2021,TN,PORSCHE CAYENNE,71
2021,TN,PORSCHE PANAMERA,50
2021,TN,PORSCHE TAYCAN,48
2021,TN,SMART EQ FORTWO,31
2021,TN,SMART FORTWO,23
2021,TN,SMART FORTWO ELECTRIC DRIVE,49
2021,TN,SUBARU CROSSTREK,9
2021,TN,TESLA MODEL 3,295
2021,TN,TESLA MODEL S,243
2021,TN,TESLA MODEL X,191
2021,TN,TESLA MODEL Y,153
2021,TN,TESLA ROADSTER,12
2021,TN,TH!NK CITY,4
2021,TN,TOYOTA PRIUS PLUG-IN,149
2021,TN,TOYOTA PRIUS PRIME,230
2021,TN,TOYOTA RAV4,4
2021,TN,TOYOTA RAV4 PRIME,67
2021,TN,VOLKSWAGEN E-GOLF,38
2021,TN,VOLKSWAGEN ID.4,56
2021,TN,VOLVO S60,18
2021,TN,VOLVO S90,24
2021,TN,VOLVO V60,9
2021,TN,VOLVO XC40,26
2021,TN,VOLVO XC60,74
2021,TN,VOLVO XC90,109
2021,TX,TESLA MODEL 3,3892
2021,TX,TESLA MODEL Y,1979
2021,VA,AUDI A3,39
2021,VA,AUDI A7,10
2021,VA,AUDI A8 E,3
2021,VA,AUDI E-TRON,95
2021,VA,AUDI E-TRON GT,9
2021,VA,AUDI E-TRON SPORTBACK,31
2021,VA,AUDI Q5,5
2021,VA,AUDI Q5 E,60
2021,VA,AUDI RS E-TRON GT,6
2021,VA,AUDI S8,2
2021,VA,AZURE DYNAMICS TRANSIT CONNECT ELECTRIC,1
2021,VA,BENTLEY BENTAYGA,2
2021,VA,BLUE BIRD BB CONVENTIONAL,1
2021,VA,BMW 330E,78
2021,VA,BMW 530E,87
2021,VA,BMW 740E,13
2021,VA,BMW 745E,4
2021,VA,BMW 745LE,1
2021,VA,BMW I3,146
2021,VA,BMW I8,46
2021,VA,BMW X3,80
2021,VA,BMW X5,139
2021,VA,CADILLAC CT6,8
2021,VA,CADILLAC ELR,23
2021,VA,CHEVROLET BOLT EV,301
2021,VA,CHEVROLET SPARK,23
2021,VA,CHEVROLET VOLT,353
2021,VA,CHRYSLER PACIFICA,212
2021,VA,FIAT 500,19
2021,VA,FISKER KARMA,6
2021,VA,FORD C-MAX,188
2021,VA,FORD ESCAPE,20
2021,VA,FORD FOCUS,21
2021,VA,FORD FUSION,267
2021,VA,FORD MUSTANG MACH-E,167
2021,VA,FORD RANGER,1
2021,VA,FORD TRANSIT,1
2021,VA,FREIGHTLINER B2 106 ELECTRIC CONVENTIONAL CHASSIS,13
2021,VA,GEM GEM,21
2021,VA,GREEN ELEC-MOTOR EV STAR,1
2021,VA,GREENPOWER MOTOR COMPANY INC. COMMERCIAL / SHUTTLE BUS / COACH,1
2021,VA,HONDA ACCORD,9
2021,VA,HONDA CLARITY,133
2021,VA,HYUNDAI IONIQ,70
2021,VA,HYUNDAI KONA,51
2021,VA,HYUNDAI KONA ELECTRIC,26
2021,VA,HYUNDAI SANTA FE,8
2021,VA,HYUNDAI SONATA,26
2021,VA,HYUNDAI TUCSON,3
2021,VA,JAGUAR I-PACE,29
2021,VA,JEEP WRANGLER,153
2021,VA,KARMA REVERO,1
2021,VA,KIA NIRO,143
2021,VA,KIA OPTIMA,20
2021,VA,KIA SORENTO,26
2021,VA,KIA SOUL,21
2021,VA,KIA SOUL EV,10
2021,VA,LAND ROVER RANGE ROVER,8
2021,VA,LAND ROVER RANGE ROVER SPORT,11
2021,VA,LINCOLN AVIATOR,65
2021,VA,LINCOLN CORSAIR,5
2021,VA,MERCEDES-BENZ B-CLASS,16
2021,VA,MERCEDES-BENZ C-CLASS,4
2021,VA,MERCEDES-BENZ EQS-CLASS SEDAN,2
2021,VA,MERCEDES-BENZ GLC-CLASS,36
2021,VA,MERCEDES-BENZ GLE-CLASS,14
2021,VA,MERCEDES-BENZ S-CLASS,4
2021,VA,MILES ZX50S AD,1
2021,VA,MINI COUNTRYMAN,23
2021,VA,MINI HARDTOP,35
2021,VA,MITSUBISHI I-MIEV,13
2021,VA,MITSUBISHI OUTLANDER,66
2021,VA,NISSAN LEAF,274
2021,VA,POLARIS GEM,15
2021,VA,POLESTAR PS1,1
2021,VA,POLESTAR PS2,20
2021,VA,PORSCHE 918,1
2021,VA,PORSCHE CAYENNE,52
2021,VA,PORSCHE PANAMERA,39
2021,VA,PORSCHE TAYCAN,68
2021,VA,SMART EQ FORTWO,8
2021,VA,SMART FORTWO,6
2021,VA,SMART FORTWO ELECTRIC DRIVE,18
2021,VA,SUBARU CROSSTREK,26
2021,VA,TESLA MODEL 3,475
2021,VA,TESLA MODEL S,319
2021,VA,TESLA MODEL X,211
2021,VA,TESLA MODEL Y,358
2021,VA,TESLA ROADSTER,11
2021,VA,TOYOTA PRIUS PLUG-IN,154
2021,VA,TOYOTA PRIUS PRIME,312
2021,VA,TOYOTA RAV4 PRIME,138
2021,VA,VOLKSWAGEN E-GOLF,45
2021,VA,VOLKSWAGEN ID.4,119
2021,VA,VOLVO S60,31
2021,VA,VOLVO S90,16
2021,VA,VOLVO V60,10
2021,VA,VOLVO XC40,63
2021,VA,VOLVO XC60,87
2021,VA,VOLVO XC90,122
2021,VA,WHEEGO ELECTRIC CARS WHEEGO,1
2021,VT,AUDI A3,19
2021,VT,AUDI E-TRON,20
2021,VT,AUDI E-TRON SPORTBACK,5
2021,VT,AUDI Q5 E,15
2021,VT,AZURE DYNAMICS TRANSIT CONNECT ELECTRIC,1
2021,VT,BMW 330E,1
2021,VT,BMW 530E,12
2021,VT,BMW 740E,1
2021,VT,BMW I3,28
2021,VT,BMW I8,2
2021,VT,BMW X3,9
2021,VT,BMW X5,28
2021,VT,CADILLAC ELR,1
2021,VT,CHEVROLET BOLT EV,146
2021,VT,CHEVROLET SPARK,4
2021,VT,CHEVROLET VOLT,113
2021,VT,CHRYSLER PACIFICA,29
2021,VT,FIAT 500,4
2021,VT,FISKER KARMA,1
2021,VT,FORD C-MAX,96
2021,VT,FORD FOCUS,12
2021,VT,FORD FUSION,95
2021,VT,FORD MUSTANG MACH-E,19
2021,VT,GEM GEM,24
2021,VT,HONDA ACCORD,1
2021,VT,HONDA CLARITY,53
2021,VT,HYUNDAI IONIQ,40
2021,VT,HYUNDAI KONA,54
2021,VT,HYUNDAI KONA ELECTRIC,16
2021,VT,HYUNDAI SONATA,6
2021,VT,JAGUAR I-PACE,4
2021,VT,JEEP WRANGLER,14
2021,VT,KARMA REVERO,1
2021,VT,KIA NIRO,52
2021,VT,KIA OPTIMA,3
2021,VT,KIA SOUL,2
2021,VT,KIA SOUL EV,8
2021,VT,LAND ROVER RANGE ROVER,1
2021,VT,LAND ROVER RANGE ROVER SPORT,1
2021,VT,MCLAREN P1,1
2021,VT,MERCEDES-BENZ B-CLASS,1
2021,VT,MERCEDES-BENZ GLC-CLASS,8
2021,VT,MERCEDES-BENZ GLE-CLASS,4
2021,VT,MILES ZX50S AD,1
2021,VT,MINI COUNTRYMAN,17
2021,VT,MINI HARDTOP,9
2021,VT,MITSUBISHI I-MIEV,15
2021,VT,MITSUBISHI OUTLANDER,49
2021,VT,NISSAN LEAF,142
2021,VT,POLARIS GEM,4
2021,VT,PORSCHE CAYENNE,5
2021,VT,PORSCHE PANAMERA,1
2021,VT,PORSCHE TAYCAN,2
2021,VT,SMART FORTWO,1
2021,VT,SMART FORTWO ELECTRIC DRIVE,11
2021,VT,SUBARU CROSSTREK,70
2021,VT,TESLA MODEL 3,115
2021,VT,TESLA MODEL S,75
2021,VT,TESLA MODEL X,60
2021,VT,TESLA MODEL Y,85
2021,VT,TESLA ROADSTER,6
2021,VT,TOYOTA PRIUS PLUG-IN,105
2021,VT,TOYOTA PRIUS PRIME,155
2021,VT,TOYOTA RAV4,3
2021,VT,TOYOTA RAV4 PRIME,69
2021,VT,VOLKSWAGEN E-GOLF,35
2021,VT,VOLKSWAGEN ID.4,14
2021,VT,VOLVO S60,1
2021,VT,VOLVO XC40,7
2021,VT,VOLVO XC60,17
2021,VT,VOLVO XC90,30
2021,WA,Audi A3 Plug In,197
2021,WA,Audi A7 Plug In,1
2021,WA,Audi A8 Plug In,2
2021,WA,Audi Q5 Plug In,81
2021,WA,Audi e-tron,195
2021,WA,Audi e-tron GT,1
2021,WA,Audi e-tron Sportback,18
2021,WA,Azure Transit Connect,6
2021,WA,BMW 3-Series Plug in,31
2021,WA,BMW 5-Series Plug in,48
2021,WA,BMW 7-Series Plug in,4
2021,WA,BMW X3,30
2021,WA,BMW X5,236
2021,WA,BMW i3,241
2021,WA,BMW i3 REx,347
2021,WA,BMW i8,64
2021,WA,Cadillac CT6,10
2021,WA,Cadillac ELR,51
2021,WA,Chevrolet Bolt EUV,10
2021,WA,Chevrolet Bolt EV,645
2021,WA,Chevrolet Spark,49
2021,WA,Chevrolet Volt,777
2021,WA,Chrysler Pacifica,320
2021,WA,Fiat 500e,307
2021,WA,Fisker Karma,4
2021,WA,Ford C-Max Energi,486
2021,WA,Ford Escape Plug-in Hybrid,3
2021,WA,Ford Focus EV,182
2021,WA,Ford Fusion Energi,587
2021,WA,Ford Mustang Mach-E,66
2021,WA,Honda Accord Plug In,4
2021,WA,Honda Clarity Plug In,224
2021,WA,Hyundai Ioniq EV,12
2021,WA,Hyundai Ioniq Plug In,55
2021,WA,Hyundai Kona Electric,148
2021,WA,Hyundai Sonata Plug In,47
2021,WA,Jaguar I-Pace,101
2021,WA,Jeep Wrangler 4xe,53
2021,WA,Kia Niro EV,248
2021,WA,Kia Niro Plug In,229
2021,WA,Kia Optima Plug In,60
2021,WA,Kia Sorrento Plug In,5
2021,WA,Kia Soul EV,288
2021,WA,Land Rover Range Rover Plug In,20
2021,WA,Lincoln Aviator Plug In,32
2021,WA,Mercedes B-Class Electric,55
2021,WA,Mercedes C350e Plug In,10
2021,WA,Mercedes GLC 350e Hybrid,52
2021,WA,Mercedes GLE55e,26
2021,WA,Mercedes S550e,11
2021,WA,Mini Countryman Plug In,87
2021,WA,Mini Hardtop 2 Door EV,79
2021,WA,Mitsubishi Outlander Plug In,124
2021,WA,Mitsubishi i,9
2021,WA,Nissan Leaf,3765
2021,WA,Polestar 2,15
2021,WA,Porsche Cayenne S E-Hybrid,127
2021,WA,Porsche Panamera S E-Hybrid,68
2021,WA,Porsche Taycan,22
2021,WA,Smart forTwo EV,153
2021,WA,Smart forTwo EV Cabrio,4
2021,WA,Subaru Crosstrek Hybrid,25
2021,WA,Tesla Model 3,4670
2021,WA,Tesla Model S,715
2021,WA,Tesla Model X,552
2021,WA,Tesla Model Y,610
2021,WA,Tesla Roadster,30
2021,WA,Th!nk City,4
2021,WA,Toyota Prius Plug-in,369
2021,WA,Toyota Prius Prime,539
2021,WA,Toyota RAV4 EV,48
2021,WA,Toyota RAV4 Prime,82
2021,WA,Volkswagen ID.4,62
2021,WA,Volkswagen e-Golf,275
2021,WA,Volvo S60 Plug In,1
2021,WA,Volvo S90 Plug In,11
2021,WA,Volvo XC40 Recharge,24
2021,WA,Volvo XC60 Plug In,111
2021,WA,Volvo XC90 Plug In,155
2021,WA,Wheego Life,2
2021,WI,Audi A3 Plug In,16
2021,WI,Audi Q5 Plug In,7
2021,WI,Audi e-tron,16
2021,WI,Audi e-tron Sportback,3
2021,WI,Azure Transit Connect,3
2021,WI,BMW 3-Series Plug in,12
2021,WI,BMW 5-Series Plug in,28
2021,WI,BMW 7-Series Plug in,8
2021,WI,BMW Active E,1
2021,WI,BMW X3,8
2021,WI,BMW X5,52
2021,WI,BMW i3,31
2021,WI,BMW i3 REx,70
2021,WI,BMW i8,38
2021,WI,Cadillac ELR,27
2021,WI,Chevrolet Bolt EV,122
2021,WI,Chevrolet Spark,9
2021,WI,Chevrolet Volt,474
2021,WI,Chrysler Pacifica,121
2021,WI,E-Ride EXV,7
2021,WI,Fiat 500e,13
2021,WI,Fisker Karma,7
2021,WI,Ford C-Max Energi,188
2021,WI,Ford Focus EV,34
2021,WI,Ford Fusion Energi,210
2021,WI,Ford Ranger,2
2021,WI,Ford Think Neighbor,2
2021,WI,GEM NEV,43
2021,WI,Honda Accord Plug In,6
2021,WI,Honda Clarity Plug In,47
2021,WI,Hyundai Ioniq Plug In,3
2021,WI,Hyundai Kona Electric,1
2021,WI,Hyundai Sonata Plug In,6
2021,WI,International Estar,1
2021,WI,Jaguar I-Pace,14
2021,WI,Karma Revero,1
2021,WI,Kia Niro EV,3
2021,WI,Kia Niro Plug In,35
2021,WI,Kia Optima Plug In,12
2021,WI,Kia Soul EV,6
2021,WI,Lincoln Aviator Plug In,8
2021,WI,Mercedes B-Class Electric,6
2021,WI,Mercedes GLC 350e Hybrid,10
2021,WI,Mercedes GLE55e,2
2021,WI,Mini Countryman Plug In,13
2021,WI,Mini Hardtop 2 Door EV,7
2021,WI,Mitsubishi Outlander Plug In,33
2021,WI,Mitsubishi i,19
2021,WI,Nissan Leaf,187
2021,WI,Porsche 918 Spyder,1
2021,WI,Porsche Cayenne S E-Hybrid,27
2021,WI,Porsche Panamera S E-Hybrid,19
2021,WI,Porsche Taycan,9
2021,WI,Proterra Electric Transit Bus,1
2021,WI,Smart forTwo EV,23
2021,WI,Smith EV,1
2021,WI,Smith Newton,1
2021,WI,Subaru Crosstrek Hybrid,1
2021,WI,Tesla Model 3,202
2021,WI,Tesla Model S,199
2021,WI,Tesla Model X,92
2021,WI,Tesla Model Y,58
